task,start_ns,duration_ns
prepare_kernel_input,138507263,341805
construct_combined_index_npu,138882551,1943027
npu_kernel_run,139075365,431605
read_kernel_output,139507291,485025
automaton,140442756,1935913
construct_escape_carry_index,140446924,8416
prepare_kernel_input,140455410,337026
construct_combined_index_npu,140825739,1946393
npu_kernel_run,141018743,507357
read_kernel_output,141526381,477221
automaton,142378770,1991358
construct_escape_carry_index,142382927,9358
prepare_kernel_input,142392365,346314
construct_combined_index_npu,142772332,1994514
npu_kernel_run,142965457,598229
read_kernel_output,143563996,483032
automaton,144370218,1992029
construct_escape_carry_index,144374746,9578
prepare_kernel_input,144384405,348998
construct_combined_index_npu,144767037,1978704
npu_kernel_run,144959640,505294
read_kernel_output,145465234,476239
automaton,146362387,1996709
construct_escape_carry_index,146366836,9227
prepare_kernel_input,146376143,336085
construct_combined_index_npu,146745931,1987551
npu_kernel_run,146938425,501987
read_kernel_output,147440703,477931
automaton,148359186,1934721
construct_escape_carry_index,148363514,9598
prepare_kernel_input,148373192,327188
construct_combined_index_npu,148733683,1939059
npu_kernel_run,148925845,505534
read_kernel_output,149431680,475016
automaton,150294007,1924081
construct_escape_carry_index,150298406,9718
prepare_kernel_input,150308204,331305
construct_combined_index_npu,150672942,1910466
npu_kernel_run,150866267,505895
read_kernel_output,151372453,473964
automaton,152218189,1954518
construct_escape_carry_index,152222397,8425
prepare_kernel_input,152230893,319272
construct_combined_index_npu,152583548,1951884
npu_kernel_run,152781081,507137
read_kernel_output,153288509,479334
automaton,154172797,1971621
construct_escape_carry_index,154176965,9548
prepare_kernel_input,154186583,315696
construct_combined_index_npu,154535572,1969928
npu_kernel_run,154731772,502919
read_kernel_output,155234962,476609
automaton,156144518,1910656
construct_escape_carry_index,156148706,9268
prepare_kernel_input,156158044,314293
construct_combined_index_npu,156505650,1904895
npu_kernel_run,156702471,508781
read_kernel_output,157211552,470839
automaton,158055265,1987911
construct_escape_carry_index,158059753,8837
prepare_kernel_input,158068660,308873
construct_combined_index_npu,158410735,1998602
npu_kernel_run,158608148,469847
read_kernel_output,159078315,465619
automaton,160043266,2025984
construct_escape_carry_index,160047504,9017
