task,start_ns,duration_ns
read_kernel_output,80521135,471721
construct_escape_carry_index,80994880,12323
prepare_kernel_input,81007293,334692
automaton,81013825,1325884
construct_combined_index_npu,81375428,1558583
npu_kernel_run,81562582,514591
read_kernel_output,82077424,468624
construct_escape_carry_index,82548212,11843
prepare_kernel_input,82560135,340633
automaton,82566216,1432826
construct_combined_index_npu,82934161,1557080
npu_kernel_run,83121936,517918
read_kernel_output,83640094,471781
construct_escape_carry_index,84113849,13094
prepare_kernel_input,84127023,330555
automaton,84132374,1439487
construct_combined_index_npu,84491482,1507195
npu_kernel_run,84682552,459989
read_kernel_output,85142781,468585
construct_escape_carry_index,85614312,10710
automaton,85621315,1404682
prepare_kernel_input,85625142,340273
construct_combined_index_npu,85998788,1467891
npu_kernel_run,86185530,423910
read_kernel_output,86609681,473614
construct_escape_carry_index,87085309,13185
prepare_kernel_input,87098674,334742
automaton,87103193,1445379
construct_combined_index_npu,87466819,1551009
npu_kernel_run,87653342,503510
read_kernel_output,88157093,466130
construct_escape_carry_index,88625106,19778
automaton,88642639,1386629
prepare_kernel_input,88644984,339341
construct_combined_index_npu,89017958,1561458
npu_kernel_run,89205773,529259
read_kernel_output,89735283,467643
construct_escape_carry_index,90205300,12654
automaton,90208867,1376579
prepare_kernel_input,90218034,327969
construct_combined_index_npu,90579537,1557801
npu_kernel_run,90767982,517347
read_kernel_output,91285570,470558
construct_escape_carry_index,91758112,12393
automaton,91764223,1322137
prepare_kernel_input,91770605,333500
construct_combined_index_npu,92137448,1555868
npu_kernel_run,92325313,512868
read_kernel_output,92838422,464507
construct_escape_carry_index,93305133,13225
automaton,93310363,1386468
prepare_kernel_input,93318438,337026
construct_combined_index_npu,93693466,1539988
npu_kernel_run,93879307,498231
read_kernel_output,94377778,467373
construct_escape_carry_index,94847034,12424
automaton,94852044,1388311
prepare_kernel_input,94859558,340443
construct_combined_index_npu,95233564,1527875
npu_kernel_run,95420878,485987
read_kernel_output,95907106,468414
construct_escape_carry_index,96377784,12384
automaton,96382533,1514209
prepare_kernel_input,96390248,337507
construct_combined_index_npu,96761549,1523507
npu_kernel_run,96950085,450420
read_kernel_output,97400746,468895
automaton,97896923,1363785
construct_escape_carry_index,97900469,12554
prepare_kernel_input,97913103,338509
construct_combined_index_npu,98285186,1484493
npu_kernel_run,98473562,443878
read_kernel_output,98917680,465098
construct_escape_carry_index,99384822,10580
automaton,99391635,1400084
prepare_kernel_input,99395482,340944
construct_combined_index_npu,99769839,1556148
npu_kernel_run,99955890,514953
read_kernel_output,100471083,468635
construct_escape_carry_index,100941772,12253
automaton,100945449,1409651
prepare_kernel_input,100954125,338379
construct_combined_index_npu,101326108,1535719
npu_kernel_run,101514333,487510
read_kernel_output,102002084,465549
construct_escape_carry_index,102470027,11973
automaton,102474666,1363575
prepare_kernel_input,102482080,346374
construct_combined_index_npu,102861977,1494412
npu_kernel_run,103047608,449419
read_kernel_output,103497267,474015
construct_escape_carry_index,103973386,11151
automaton,103977293,1430541
prepare_kernel_input,103984637,338399
construct_combined_index_npu,104356519,1494632
npu_kernel_run,104544174,446613
read_kernel_output,104991027,465219
construct_escape_carry_index,105458550,13405
automaton,105460824,1439428
prepare_kernel_input,105472126,345632
construct_combined_index_npu,105851302,1551188
npu_kernel_run,106037102,518279
read_kernel_output,106555622,468885
construct_escape_carry_index,107026541,12233
automaton,107029386,1447503
prepare_kernel_input,107038874,330023
construct_combined_index_npu,107402621,1537192
npu_kernel_run,107590275,499363
read_kernel_output,108089878,466712
construct_escape_carry_index,108558784,11081
automaton,108561379,1431422
prepare_kernel_input,108569945,335704
construct_combined_index_npu,108939964,1562450
npu_kernel_run,109127387,514983
read_kernel_output,109642610,471540
construct_escape_carry_index,110116445,18114
automaton,110119110,1428036
prepare_kernel_input,110135110,333920
construct_combined_index_npu,110502614,1506374
npu_kernel_run,110695478,458676
read_kernel_output,111154395,465619
construct_escape_carry_index,111622238,11913
automaton,111627919,1403129
prepare_kernel_input,111634231,341304
construct_combined_index_npu,112009149,1460737
npu_kernel_run,112196222,421636
read_kernel_output,112618098,467162
construct_escape_carry_index,113087765,11422
automaton,113091161,1422316
prepare_kernel_input,113099287,336786
construct_combined_index_npu,113469997,1542663
npu_kernel_run,113657000,500795
read_kernel_output,114158046,467302
construct_escape_carry_index,114627342,12854
automaton,114630167,1583690
prepare_kernel_input,114640276,338680
construct_combined_index_npu,115012810,1585904
npu_kernel_run,115200033,523008
read_kernel_output,115723281,466761
automaton,116214008,1438726
construct_escape_carry_index,116217805,14788
prepare_kernel_input,116232673,332718
construct_combined_index_npu,116598844,1558523
npu_kernel_run,116789424,510955
read_kernel_output,117300609,474186
construct_escape_carry_index,117777330,11331
automaton,117781217,1443075
prepare_kernel_input,117788731,334572
construct_combined_index_npu,118157527,1570957
npu_kernel_run,118343589,529690
read_kernel_output,118873519,464247
construct_escape_carry_index,119340160,11662
automaton,119343727,1403771
prepare_kernel_input,119351923,343118
construct_combined_index_npu,119728614,1553864
npu_kernel_run,119914224,514161
read_kernel_output,120428616,470808
construct_escape_carry_index,120901629,13866
automaton,120905326,1408369
prepare_kernel_input,120915565,333389
construct_combined_index_npu,121282628,1536692
npu_kernel_run,121470232,490717
read_kernel_output,121961189,468104
construct_escape_carry_index,122431698,13395
automaton,122435124,1391598
prepare_kernel_input,122445193,340513
construct_combined_index_npu,122819450,1491486
npu_kernel_run,123006483,447004
read_kernel_output,123453727,470659
construct_escape_carry_index,123927011,12574
automaton,123929345,1455468
prepare_kernel_input,123939655,337818
construct_combined_index_npu,124311086,1492959
npu_kernel_run,124499432,445841
read_kernel_output,124945534,468304
construct_escape_carry_index,125416163,13535
automaton,125418697,1516844
prepare_kernel_input,125429788,340844
construct_combined_index_npu,125804255,1560156
npu_kernel_run,125991459,515373
read_kernel_output,126507082,470789
construct_escape_carry_index,126980085,14738
automaton,126982650,1397589
prepare_kernel_input,126994893,335754
construct_combined_index_npu,127364561,1531432
npu_kernel_run,127551595,488582
read_kernel_output,128040418,464837
construct_escape_carry_index,128507660,14497
automaton,128510255,1450769
prepare_kernel_input,128522257,340533
construct_combined_index_npu,128896123,1497638
npu_kernel_run,129083647,458967
read_kernel_output,129542854,467583
construct_escape_carry_index,130012712,13966
automaton,130015326,1434249
prepare_kernel_input,130026758,333079
construct_combined_index_npu,130393981,1487299
npu_kernel_run,130581275,447425
read_kernel_output,131028940,464738
construct_escape_carry_index,131495942,12223
automaton,131502064,1466829
prepare_kernel_input,131508255,339591
construct_combined_index_npu,131881390,1496996
npu_kernel_run,132067561,453817
read_kernel_output,132521619,470458
construct_escape_carry_index,132994271,13856
automaton,132997848,1380917
prepare_kernel_input,133008207,336315
construct_combined_index_npu,133378507,1494802
npu_kernel_run,133565540,449028
read_kernel_output,134014818,465960
construct_escape_carry_index,134483172,14277
automaton,134484485,1492267
prepare_kernel_input,134497549,342437
construct_combined_index_npu,134873509,1492448
npu_kernel_run,135061815,446613
read_kernel_output,135508669,471700
construct_escape_carry_index,135982664,13515
automaton,135985088,1423889
prepare_kernel_input,135996259,336175
construct_combined_index_npu,136366158,1506113
npu_kernel_run,136553612,448256
read_kernel_output,137002108,480127
construct_escape_carry_index,137484559,13997
automaton,137485571,1409091
prepare_kernel_input,137498656,340092
construct_combined_index_npu,137872372,1489372
npu_kernel_run,138060136,447044
read_kernel_output,138507421,468975
construct_escape_carry_index,138979071,15590
automaton,138981255,1403230
prepare_kernel_input,138994761,332948
construct_combined_index_npu,139361904,1501685
npu_kernel_run,139549899,449729
read_kernel_output,139999869,466851
construct_escape_carry_index,140469165,13896
automaton,140471619,1334410
prepare_kernel_input,140483161,347346
construct_combined_index_npu,140863780,1488039
npu_kernel_run,141052095,446233
read_kernel_output,141498568,469166
construct_escape_carry_index,141969778,12784
automaton,141972343,1374375
prepare_kernel_input,141982662,335674
construct_combined_index_npu,142351950,1498329
npu_kernel_run,142539103,452785
read_kernel_output,142992128,464868
construct_escape_carry_index,143459330,13676
automaton,143461605,1342475
prepare_kernel_input,143473106,343669
construct_combined_index_npu,143850409,1563682
npu_kernel_run,144036701,517166
read_kernel_output,144554108,471069
construct_escape_carry_index,145027602,13685
automaton,145030076,1355540
prepare_kernel_input,145041388,338809
construct_combined_index_npu,145414312,1532393
npu_kernel_run,145601084,488944
read_kernel_output,146090268,466871
construct_escape_carry_index,146559434,14096
automaton,146561808,1397519
prepare_kernel_input,146573631,339611
construct_combined_index_npu,146947046,1488861
npu_kernel_run,147134369,447566
read_kernel_output,147582175,468825
construct_escape_carry_index,148052954,13876
automaton,148055739,1311376
prepare_kernel_input,148066930,335634
construct_combined_index_npu,148436017,1478442
npu_kernel_run,148623291,430583
read_kernel_output,149054114,466922
construct_escape_carry_index,149523070,14357
automaton,149525735,1426092
prepare_kernel_input,149537517,343549
construct_combined_index_npu,149914659,1497938
npu_kernel_run,150101101,450891
read_kernel_output,150552233,471460
construct_escape_carry_index,151025957,16151
automaton,151028432,1338337
prepare_kernel_input,151042218,337096
construct_combined_index_npu,151412747,1487870
npu_kernel_run,151599640,441775
read_kernel_output,152041655,466210
construct_escape_carry_index,152510019,15530
automaton,152512745,1417346
prepare_kernel_input,152525729,341565
construct_combined_index_npu,152900707,1502226
npu_kernel_run,153089053,453676
read_kernel_output,153542970,470909
construct_escape_carry_index,154016173,14778
automaton,154018528,1385125
prepare_kernel_input,154031051,338359
construct_combined_index_npu,154403044,1504911
npu_kernel_run,154590988,450972
read_kernel_output,155042200,465299
construct_escape_carry_index,155509673,15069
automaton,155512498,1402549
prepare_kernel_input,155524832,349991
construct_combined_index_npu,155908155,1504110
npu_kernel_run,156095459,452525
read_kernel_output,156548224,475879
construct_escape_carry_index,157026237,16962
automaton,157032488,1373534
prepare_kernel_input,157043299,335543
construct_combined_index_npu,157412376,1558021
npu_kernel_run,157599128,509382
read_kernel_output,158108751,468614
construct_escape_carry_index,158579700,16862
automaton,158583727,1319452
prepare_kernel_input,158596682,340382
construct_combined_index_npu,158970598,1491897
npu_kernel_run,159158212,451132
read_kernel_output,159609584,470438
construct_escape_carry_index,160081906,14447
automaton,160084751,1442614
prepare_kernel_input,160096454,332728
construct_combined_index_npu,160462605,1507556
npu_kernel_run,160648456,463615
read_kernel_output,161112322,463485
construct_escape_carry_index,161578081,13896
automaton,161582429,1396978
prepare_kernel_input,161592087,344721
construct_combined_index_npu,161970382,1563191
npu_kernel_run,162157214,533087
read_kernel_output,162690541,465159
construct_escape_carry_index,163157834,13285
automaton,163161791,1455198
prepare_kernel_input,163171219,328510
construct_combined_index_npu,163533693,1523457
npu_kernel_run,163724514,477261
read_kernel_output,164202015,469196
construct_escape_carry_index,164673145,12363
automaton,164684426,1428748
prepare_kernel_input,164685608,338369
construct_combined_index_npu,165057370,1456420
npu_kernel_run,165245475,423821
read_kernel_output,165669536,463916
construct_escape_carry_index,166135506,12213
automaton,166139654,1425762
prepare_kernel_input,166147819,332708
construct_combined_index_npu,166513900,1510082
npu_kernel_run,166704681,451252
read_kernel_output,167156163,476059
construct_escape_carry_index,167634777,13946
automaton,167638734,1459486
prepare_kernel_input,167648823,341726
construct_combined_index_npu,168024372,1472481
npu_kernel_run,168211776,428560
read_kernel_output,168640576,472472
construct_escape_carry_index,169114942,13575
automaton,169121063,1420793
prepare_kernel_input,169128617,334893
construct_combined_index_npu,169496963,1552090
npu_kernel_run,169690859,504222
read_kernel_output,170195321,471340
construct_escape_carry_index,170668725,13205
prepare_kernel_input,170682010,333931
automaton,170685116,1400815
construct_combined_index_npu,171049264,1525580
npu_kernel_run,171237179,485707
read_kernel_output,171723136,468134
construct_escape_carry_index,172193484,14698
automaton,172197181,1424109
prepare_kernel_input,172208282,333059
construct_combined_index_npu,172574955,1562760
npu_kernel_run,172766005,518870
read_kernel_output,173285115,471280
construct_escape_carry_index,173758439,13996
automaton,173762687,1451140
prepare_kernel_input,173772526,331766
construct_combined_index_npu,174137936,1577729
npu_kernel_run,174326401,518409
read_kernel_output,174845051,473043
construct_escape_carry_index,175320198,14377
automaton,175323885,1468843
prepare_kernel_input,175334675,347216
construct_combined_index_npu,175715775,1556158
npu_kernel_run,175900824,517267
read_kernel_output,176418331,473845
construct_escape_carry_index,176894210,13034
automaton,176895753,1401346
prepare_kernel_input,176907365,330924
construct_combined_index_npu,177272073,1563372
npu_kernel_run,177459958,517177
read_kernel_output,177977375,467242
construct_escape_carry_index,178446721,13876
automaton,178450939,1345761
prepare_kernel_input,178460698,341194
construct_combined_index_npu,178835595,1557211
npu_kernel_run,179020745,515944
read_kernel_output,179536940,472211
construct_escape_carry_index,180011175,14668
automaton,180013900,1414882
prepare_kernel_input,180025943,333440
construct_combined_index_npu,180393016,1550297
npu_kernel_run,180580019,503681
read_kernel_output,181083941,467041
construct_escape_carry_index,181553217,13946
automaton,181555992,1391277
prepare_kernel_input,181567283,342707
construct_combined_index_npu,181943443,1577078
npu_kernel_run,182129695,527636
read_kernel_output,182657572,475287
construct_escape_carry_index,183135093,13897
automaton,183137758,1555317
prepare_kernel_input,183149270,337708
construct_combined_index_npu,183520762,1555497
npu_kernel_run,183711712,506516
read_kernel_output,184218469,467653
automaton,184693175,1451852
construct_escape_carry_index,184696892,12885
prepare_kernel_input,184709857,333089
construct_combined_index_npu,185076389,1510472
npu_kernel_run,185263131,473334
read_kernel_output,185736696,464316
construct_escape_carry_index,186203287,13445
automaton,186210129,1352344
prepare_kernel_input,186216842,336616
construct_combined_index_npu,186587011,1577749
npu_kernel_run,186778873,517898
read_kernel_output,187297012,470548
construct_escape_carry_index,187770175,16050
automaton,187773752,1474955
prepare_kernel_input,187786336,344690
construct_combined_index_npu,188164860,1570656
npu_kernel_run,188351102,523278
