task,start_ns,duration_ns
construct_escape_carry_index,121273129,7654
automaton,121275684,1185238
prepare_kernel_input,121280884,339882
construct_combined_index_npu,121654690,1468233
npu_kernel_run,121847173,430333
read_kernel_output,122277746,468485
construct_escape_carry_index,122748786,8085
automaton,122751221,1211017
prepare_kernel_input,122756972,332508
construct_combined_index_npu,123123083,1467041
npu_kernel_run,123315387,433057
read_kernel_output,123748695,458947
construct_escape_carry_index,124210247,7754
automaton,124213914,1212831
prepare_kernel_input,124218102,338238
construct_combined_index_npu,124590275,1456992
npu_kernel_run,124781496,431595
read_kernel_output,125213331,463346
construct_escape_carry_index,125679061,8116
automaton,125683219,1198364
prepare_kernel_input,125687287,326546
construct_combined_index_npu,126047407,1466791
npu_kernel_run,126239760,436835
read_kernel_output,126676846,460129
construct_escape_carry_index,127139430,7704
automaton,127143127,1215245
prepare_kernel_input,127147274,333551
construct_combined_index_npu,127514388,1464336
npu_kernel_run,127709777,430663
read_kernel_output,128140681,463886
construct_escape_carry_index,128607102,7514
automaton,128610829,1201209
prepare_kernel_input,128614726,330364
construct_combined_index_npu,128978874,1473423
npu_kernel_run,129171578,436515
read_kernel_output,129608353,472863
construct_escape_carry_index,130083731,7434
automaton,130086095,1218041
prepare_kernel_input,130091265,327409
construct_combined_index_npu,130452498,1468173
npu_kernel_run,130647596,432587
read_kernel_output,131080544,459067
construct_escape_carry_index,131542116,14878
automaton,131545683,1210827
prepare_kernel_input,131557074,330174
construct_combined_index_npu,131920811,1463384
npu_kernel_run,132112744,439710
read_kernel_output,132552695,460409
construct_escape_carry_index,133015559,8446
automaton,133018224,1210316
prepare_kernel_input,133024105,326316
construct_combined_index_npu,133384396,1467361
npu_kernel_run,133581468,428790
read_kernel_output,134010498,461532
construct_escape_carry_index,134474485,9097
automaton,134477180,1843492
prepare_kernel_input,134483662,334602
construct_combined_index_npu,134851907,1850867
npu_kernel_run,135043730,403682
read_kernel_output,135447653,469457
automaton,136320882,1202101
construct_escape_carry_index,136325130,7855
prepare_kernel_input,136333065,335985
construct_combined_index_npu,136702974,1469916
npu_kernel_run,136895367,433770
read_kernel_output,137329377,462784
construct_escape_carry_index,137795037,8315
automaton,137801689,1214314
prepare_kernel_input,137803423,335944
construct_combined_index_npu,138173031,1464215
npu_kernel_run,138365584,433369
read_kernel_output,138799193,458186
construct_escape_carry_index,139259803,8507
automaton,139263661,1218191
prepare_kernel_input,139268410,335043
construct_combined_index_npu,139637397,1470157
npu_kernel_run,139829369,427999
read_kernel_output,140257608,469417
construct_escape_carry_index,140729620,8917
automaton,140733277,1213652
prepare_kernel_input,140738617,335584
construct_combined_index_npu,141107774,1472451
npu_kernel_run,141300087,438228
read_kernel_output,141738556,458706
construct_escape_carry_index,142199857,8847
automaton,142203393,1191531
prepare_kernel_input,142208814,332698
construct_combined_index_npu,142580416,1464857
npu_kernel_run,142771557,432006
read_kernel_output,143203803,465600
construct_escape_carry_index,143671947,8256
automaton,143675654,1207171
prepare_kernel_input,143680273,331566
construct_combined_index_npu,144045423,1469816
npu_kernel_run,144237916,438398
read_kernel_output,144676565,458927
construct_escape_carry_index,145138477,8677
automaton,145140431,1208533
prepare_kernel_input,145147244,334602
construct_combined_index_npu,145515429,1466541
npu_kernel_run,145710728,428760
read_kernel_output,146139729,464858
construct_escape_carry_index,146606971,8697
automaton,146611360,1210215
prepare_kernel_input,146615748,332788
construct_combined_index_npu,146982120,1468614
npu_kernel_run,147175355,437316
read_kernel_output,147612911,461111
construct_escape_carry_index,148076527,8917
automaton,148079142,1206940
prepare_kernel_input,148085644,331106
construct_combined_index_npu,148450884,1461901
